City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Clyde River,CA,70.4692,-68.5914,30.43,100,100,34.52,snow
351,Pisco,PE,-13.7,-76.2167,63.01,77,3,8.05,mist
352,Flin Flon,CA,54.7682,-101.865,52.57,75,84,9.78,broken clouds
353,Lebu,CL,-37.6167,-73.65,50.22,85,96,7.4,overcast clouds
354,Athabasca,CA,54.7169,-113.2854,58.41,86,100,11.61,overcast clouds
355,Ouallam,NE,14.3188,2.0866,82.38,56,62,6.62,broken clouds
356,Catamarca,AR,-28.4696,-65.7852,47.59,55,0,1.92,clear sky
357,Jacareacanga,BR,-6.2222,-57.7528,71.96,76,76,1.68,broken clouds
358,Sar-E Pul,AF,35.8333,66.1667,71.65,29,15,3.06,few clouds
359,Port Lincoln,AU,-34.7333,135.8667,59.11,65,0,8.88,clear sky
360,Talnakh,RU,69.4865,88.3972,54.21,88,100,6.67,light rain
361,Simao,CN,22.7886,100.9748,68.67,93,100,2.46,light rain
362,Sokolo,ML,14.7328,-6.1219,87.75,48,100,4.79,overcast clouds
363,Sinnamary,GF,5.3833,-52.95,77.11,84,100,4.59,overcast clouds
364,Upernavik,GL,72.7868,-56.1549,31.98,78,1,6.62,clear sky
365,Aranos,NA,-24.1333,19.1167,49.57,33,31,11.3,scattered clouds
366,Khatanga,RU,71.9667,102.5,65.19,57,100,14.47,light rain
367,Rocha,UY,-34.4833,-54.3333,52.21,93,100,2.82,overcast clouds
368,Inhambane,MZ,-23.865,35.3833,59.7,71,0,6.93,clear sky
369,Broken Hill,AU,-31.95,141.4333,58.84,45,62,8.5,broken clouds
370,Coquimbo,CL,-29.9533,-71.3436,51.53,93,0,6.91,clear sky
371,Blackwater,AU,-23.5833,148.8833,71.22,39,97,5.97,overcast clouds
372,Lompoc,US,34.6391,-120.4579,68.56,73,0,25.99,clear sky
373,Bull Savanna,JM,17.8868,-77.5902,77.23,77,100,2.35,overcast clouds
374,Herat,AF,34.5,62.0,78.76,30,91,25.08,overcast clouds
375,Romny,UA,50.751,33.4747,59.68,70,100,4.5,overcast clouds
376,Khorixas,NA,-20.3667,14.9667,56.89,42,3,0.72,clear sky
377,Richards Bay,ZA,-28.783,32.0377,53.24,68,9,5.48,clear sky
378,Xinpu,CN,34.5997,119.1594,95.68,35,45,3.78,scattered clouds
379,Jakar,BT,27.5492,90.7525,60.26,93,100,3.2,overcast clouds
380,Alice,US,27.7523,-98.0697,82.29,74,0,10.36,clear sky
381,Tevriz,RU,57.509,72.4042,63.97,49,100,11.34,overcast clouds
382,Straumen,NO,63.8709,11.2999,53.6,95,88,3.91,overcast clouds
383,Alofi,NU,-19.0595,-169.9187,80.49,74,75,16.11,broken clouds
384,Salalah,OM,17.0151,54.0924,86.09,84,100,5.75,overcast clouds
385,Jaleswar,NP,26.6471,85.8008,88.75,62,54,3.98,broken clouds
386,Montrose,US,38.4166,-108.2673,78.37,18,0,5.3,clear sky
387,Port-Gentil,GA,-0.7193,8.7815,75.02,78,100,9.26,overcast clouds
388,Astana,KZ,51.1801,71.446,62.55,67,40,8.95,scattered clouds
389,Itoman,JP,26.1247,127.6694,82.78,89,75,16.11,broken clouds
390,Auki,SB,-8.7676,160.7034,84.47,66,10,2.93,clear sky
391,Barreirinhas,BR,-2.7469,-42.8264,75.06,86,23,3.85,few clouds
392,Tonj,SS,7.2737,28.6822,74.7,73,61,1.83,broken clouds
393,Angoche,MZ,-16.2325,39.9086,73.44,74,2,10.31,clear sky
394,Suntar,RU,62.1444,117.6319,67.33,37,0,8.14,clear sky
395,Sissach,CH,47.4641,7.8089,64.71,78,33,1.01,scattered clouds
396,Moss Point,US,30.4116,-88.5345,84.25,94,0,0.0,clear sky
397,Lorengau,PG,-2.0226,147.2712,83.34,77,100,9.4,overcast clouds
398,Kayerkan,RU,69.3497,87.7602,53.53,100,100,6.15,light rain
399,Kalmunai,LK,7.4167,81.8167,79.81,78,100,5.17,overcast clouds
400,Sistranda,NO,63.7256,8.834,49.96,94,100,9.01,overcast clouds
401,Cairns,AU,-16.9167,145.7667,79.11,69,100,10.36,overcast clouds
402,Ous,RU,60.9058,61.5186,69.87,54,16,5.41,few clouds
403,Hasaki,JP,35.7333,140.8333,77.29,81,100,10.42,light rain
404,Dingle,PH,10.9995,122.6711,87.87,65,54,7.16,broken clouds
405,Kungurtug,RU,50.5994,97.5228,65.41,62,99,2.91,overcast clouds
406,Talara,PE,-4.5772,-81.2719,64.04,80,51,21.41,broken clouds
407,Broome,US,42.2506,-75.833,71.85,86,0,8.05,mist
408,Mazyr,BY,52.0495,29.2456,55.02,83,65,3.85,broken clouds
409,Dunedin,NZ,-45.8742,170.5036,46.53,69,20,5.39,few clouds
410,Kismayo,SO,-0.3582,42.5454,77.88,82,90,15.28,light rain
411,Exu,BR,-7.5119,-39.7242,64.45,95,82,3.51,broken clouds
412,Baruun-Urt,MN,46.6806,113.2792,71.47,47,100,14.27,overcast clouds
413,Ko Samui,TH,9.5357,99.9357,89.51,70,20,0.0,few clouds
414,Takoradi,GH,4.8845,-1.7554,74.91,91,100,10.07,light rain
415,George Town,MY,5.4112,100.3354,85.93,87,20,2.3,few clouds
416,La Palma,US,33.8464,-118.0467,77.81,78,20,10.36,few clouds
417,Sola,VU,-13.8833,167.55,81.28,77,54,18.07,broken clouds
418,Tabas,IR,33.5959,56.9244,87.3,23,0,4.0,clear sky
419,Khani,GE,41.9563,42.9566,56.77,85,58,1.74,broken clouds
420,Esmeraldas,BR,-19.7625,-44.3139,59.86,71,0,3.53,clear sky
421,Tooele,US,40.5308,-112.2983,93.85,15,0,11.16,clear sky
422,Dunda,TZ,-8.1167,34.25,57.7,93,2,2.55,clear sky
423,Darnah,LY,32.767,22.6367,72.77,86,0,13.2,clear sky
424,Tecoanapa,MX,16.5167,-98.75,77.83,81,100,2.1,overcast clouds
425,Chambar,PK,25.2931,68.812,89.2,59,0,22.64,clear sky
426,Arman,RU,59.7,150.1667,50.02,94,100,3.62,overcast clouds
427,Seoul,KR,37.5683,126.9778,74.77,68,75,3.44,mist
428,Omsukchan,RU,62.5333,155.8,48.6,81,100,3.87,light rain
429,Kinshasa,CD,-4.3246,15.3215,71.92,83,83,0.0,broken clouds
430,Betare Oya,CM,5.6,14.0833,65.97,99,100,2.46,light rain
431,Bilibino,RU,68.0546,166.4372,61.97,26,34,2.86,scattered clouds
432,Hirara,JP,24.8,125.2833,84.47,84,75,18.41,broken clouds
433,Bilma,NE,18.6853,12.9164,87.84,27,3,11.97,clear sky
434,Shingu,JP,33.7333,135.9833,79.83,64,100,3.27,overcast clouds
435,Balkhash,KZ,46.844,74.9804,74.01,46,0,0.0,clear sky
436,Perpignan,FR,42.75,2.75,73.72,64,0,6.91,clear sky
437,Yaan,NG,7.3833,8.5667,70.88,97,100,3.56,overcast clouds
438,Caibarien,CU,22.5206,-79.4669,79.92,83,57,9.69,broken clouds
439,Sarkand,KZ,45.41,79.9186,73.67,34,1,5.19,clear sky
440,Ulaangom,MN,49.9811,92.0667,69.3,43,89,5.39,overcast clouds
441,Mata,PT,40.683,-7.4592,62.76,69,49,3.15,scattered clouds
442,Ormara,PK,25.2088,64.6357,83.35,81,100,10.69,overcast clouds
443,Poum,NC,-20.2333,164.0167,79.11,79,100,15.7,overcast clouds
444,Nusaybin,TR,37.0778,41.2178,81.09,29,0,5.79,clear sky
445,Acarau,BR,-2.8856,-40.12,75.43,85,17,10.78,few clouds
446,Gazalkent,UZ,41.5581,69.7708,82.6,32,47,4.5,scattered clouds
447,Sal Rei,CV,16.1833,-22.9167,73.11,82,48,16.55,scattered clouds
448,Changping,CN,40.2186,116.2197,80.24,41,69,5.3,broken clouds
449,Nanortalik,GL,60.1432,-45.2371,38.37,84,97,5.7,overcast clouds
450,Dengfeng,CN,34.4553,113.0281,98.31,19,0,6.98,clear sky
451,Codrington,AU,-38.2667,141.9667,58.19,73,100,6.53,overcast clouds
452,Laizhou,CN,37.1717,119.9214,84.13,56,54,11.34,broken clouds
453,Wuwei,CN,37.9281,102.6414,88.32,12,77,5.75,broken clouds
454,Tilichiki,RU,60.4667,166.1,48.74,66,100,12.66,overcast clouds
455,Amanganj,IN,24.4333,80.0333,83.91,60,100,11.14,overcast clouds
456,Tomatlan,MX,19.9333,-105.25,77.47,84,85,3.06,overcast clouds
457,Riyadh,SA,24.6877,46.7219,84.34,18,14,5.19,few clouds
458,Cao Bang,VN,22.6667,106.25,81.88,84,100,3.27,overcast clouds
459,Riberalta,BO,-10.9833,-66.1,74.03,87,89,3.13,overcast clouds
460,Santa Vitoria,BR,-18.8386,-50.1214,69.76,54,0,4.92,clear sky
461,Labuhan,ID,-6.8844,112.2051,84.54,71,70,7.83,broken clouds
462,Andenes,NO,69.3143,16.1194,44.58,93,75,16.11,broken clouds
463,Hualmay,PE,-11.0964,-77.6139,61.52,82,21,13.27,few clouds
464,Coahuayana,MX,18.7333,-103.6833,78.37,81,100,4.9,overcast clouds
465,Balkanabat,TM,39.5108,54.3671,77.02,63,0,4.68,clear sky
466,Norfolk,US,42.1668,-71.2495,67.48,77,100,9.22,overcast clouds
467,Biak,ID,-0.9131,122.8766,82.17,72,26,5.61,scattered clouds
468,Chicama,PE,-7.8447,-79.1469,59.54,82,11,7.65,few clouds
469,Maltahohe,NA,-24.8333,16.9833,50.27,40,25,4.27,scattered clouds
470,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,72,0,8.05,clear sky
471,Norman Wells,CA,65.282,-126.8329,64.44,36,20,16.11,few clouds
472,Kununurra,AU,-15.7667,128.7333,82.38,20,15,10.36,few clouds
473,Bowen,AU,-20.0167,148.2333,75.67,60,5,13.35,clear sky
474,Springdale,US,36.1867,-94.1288,82.78,83,0,3.44,clear sky
475,Awbari,LY,26.5921,12.7805,74.34,26,0,8.97,clear sky
476,Narsaq,GL,60.9167,-46.05,43.02,73,100,0.58,overcast clouds
477,Atar,MR,20.5169,-13.0499,90.52,18,2,10.6,clear sky
478,Langsa,ID,4.4683,97.9683,86.61,64,70,1.48,broken clouds
479,Sampit,ID,-2.5333,112.95,87.69,60,60,2.86,broken clouds
480,Ilovlya,RU,49.3033,43.9796,61.84,72,4,8.55,clear sky
481,Cockburn Town,TC,21.4612,-71.1419,80.56,83,40,9.22,scattered clouds
482,Waitati,NZ,-45.75,170.5667,51.8,53,31,5.39,scattered clouds
483,Fort Frances,CA,48.5999,-93.4003,64.62,64,0,9.22,clear sky
484,Gayny,RU,60.3071,54.3241,55.96,94,100,2.95,overcast clouds
485,Bireun,ID,5.203,96.7009,83.73,65,44,0.87,scattered clouds
486,Nelson Bay,AU,-32.7167,152.15,66.99,62,1,3.0,clear sky
487,Kaeo,NZ,-35.1,173.7833,65.32,78,100,4.7,light rain
488,Port Moresby,PG,-9.4431,147.1797,85.42,70,40,11.5,haze
489,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,60,20,27.63,few clouds
490,Batticaloa,LK,7.7102,81.6924,80.65,77,100,4.97,overcast clouds
491,Sandovo,RU,58.4602,36.4128,52.65,87,99,8.1,overcast clouds
492,The Valley,AI,18.217,-63.0578,82.26,79,100,13.02,overcast clouds
493,Basco,PH,20.4487,121.9702,85.59,76,97,16.31,overcast clouds
494,Nizhniy Odes,RU,63.6445,54.856,61.41,75,100,3.8,overcast clouds
495,Machilipatnam,IN,16.1667,81.1333,88.86,63,99,8.79,overcast clouds
496,Daultala,PK,33.1925,73.1413,82.9,44,96,14.07,overcast clouds
497,Shanghai,CN,31.2222,121.4581,91.92,64,0,4.47,clear sky
498,Kalabo,ZM,-14.97,22.6814,53.02,59,11,6.02,few clouds
499,Lengshuijiang,CN,27.6881,111.4294,69.21,96,100,1.48,moderate rain
500,Yerbogachen,RU,61.2767,108.0108,75.33,37,97,9.66,overcast clouds
501,Egvekinot,RU,66.3167,-179.1667,38.32,95,100,2.57,overcast clouds
502,Kaka,TM,37.3482,59.6143,85.91,30,46,16.93,scattered clouds
503,Ondo,NG,7.1,4.8333,69.91,99,99,1.41,overcast clouds
504,Pionerskiy,RU,54.9508,20.2275,56.75,86,8,6.98,clear sky
505,Plaster Rock,CA,46.9065,-67.39,63.12,68,68,13.62,broken clouds
506,Novoagansk,RU,61.9449,76.6625,59.76,88,100,10.38,overcast clouds
507,Nangong,CN,37.3581,115.3744,93.43,34,13,6.44,few clouds
508,Hambantota,LK,6.1241,81.1185,79.14,100,40,5.75,scattered clouds
509,Portland,US,45.5234,-122.6762,66.79,63,75,10.36,broken clouds
510,Kargasok,RU,59.0556,80.8572,56.08,89,100,3.91,overcast clouds
511,Kenai,US,60.5544,-151.2583,62.02,71,0,18.41,clear sky
512,Bluefields,NI,12.0137,-83.7635,75.78,91,100,2.24,overcast clouds
513,Iquitos,PE,-3.7481,-73.2472,77.04,88,20,0.0,few clouds
514,Burla,IN,21.5,83.8667,86.54,54,100,6.13,overcast clouds
515,Fort-Shevchenko,KZ,44.5086,50.263,77.11,64,68,12.15,broken clouds
516,Kisesa,TZ,-3.0833,34.15,60.93,63,46,6.91,scattered clouds
517,Maniitsoq,GL,65.4167,-52.9,33.98,99,100,19.44,snow
518,Vardo,NO,70.3705,31.1107,40.98,81,100,13.8,overcast clouds
519,Campbell River,CA,50.0163,-125.2446,58.53,77,75,0.0,broken clouds
520,Lavrentiya,RU,65.5833,-171.0,43.97,73,8,12.39,clear sky
521,Anjozorobe,MG,-18.4,47.8667,52.16,92,0,2.89,clear sky
522,Gushikawa,JP,26.3544,127.8686,81.99,85,75,13.8,light rain
523,Qinnan,CN,33.2531,119.9133,98.69,27,10,7.0,clear sky
524,Leshukonskoye,RU,64.8989,45.7622,56.97,76,54,7.85,broken clouds
525,Te Anau,NZ,-45.4167,167.7167,46.47,84,12,1.07,few clouds
526,Demirci,TR,39.0461,28.6589,57.94,87,65,5.99,broken clouds
527,Ammapettai,IN,10.8,79.3333,86.34,63,100,6.76,overcast clouds
528,Nizwa,OM,22.9333,57.5333,92.3,37,77,0.18,broken clouds
529,Port Shepstone,ZA,-30.7414,30.455,53.96,61,42,6.49,scattered clouds
530,Paveh,IR,35.0434,46.3565,69.89,27,0,6.11,clear sky
531,Bandarbeyla,SO,9.4942,50.8122,79.36,69,91,20.0,overcast clouds
532,Aborlan,PH,9.4352,118.5492,89.67,59,8,4.7,clear sky
533,Lososina,RU,48.9975,140.3106,59.02,73,35,7.07,scattered clouds
534,Kulai,MY,1.6561,103.6032,84.06,89,20,0.0,few clouds
535,Pauini,BR,-7.7136,-66.9764,71.69,98,72,2.24,broken clouds
536,Hami,CN,42.8,93.45,85.96,24,100,6.85,overcast clouds
537,Consolacion Del Sur,CU,22.5047,-83.5136,75.11,87,78,6.04,light rain
538,Lewiston,US,44.1003,-70.2148,64.92,81,100,6.91,overcast clouds
539,Mitsamiouli,KM,-11.3847,43.2844,76.82,66,0,6.06,clear sky
540,Tolmezzo,IT,46.4075,13.0175,65.68,90,72,8.05,broken clouds
541,Teahupoo,PF,-17.8333,-149.2667,76.96,72,74,16.15,broken clouds
542,Kurchum,KZ,48.5722,83.6542,68.63,45,27,7.07,scattered clouds
543,Madang,PG,-5.2246,145.7966,81.88,77,99,4.54,overcast clouds
544,Les Cayes,HT,18.2,-73.75,78.84,80,97,3.76,overcast clouds
545,Anloga,GH,5.7947,0.8973,77.4,86,100,13.89,moderate rain
546,Isetskoye,RU,56.4858,65.3226,68.5,74,15,6.02,few clouds
547,Kabale,UG,-1.2486,29.9899,54.91,90,47,2.51,scattered clouds
548,Muncar,ID,-8.4333,114.3333,82.4,79,46,5.39,scattered clouds
549,Ngunguru,NZ,-35.6167,174.5,61.16,67,99,4.88,moderate rain
550,Celestun,MX,20.8667,-90.4,78.78,80,27,14.52,scattered clouds
551,Krasnokholmskiy,RU,55.9873,55.0466,62.73,86,99,5.59,light rain
552,Vata De Jos,RO,46.1833,22.6,58.53,74,97,2.46,overcast clouds
553,Karonga,MW,-9.9333,33.9333,66.52,82,12,4.7,few clouds
554,Vizinga,RU,61.0749,50.1031,59.88,75,100,3.47,overcast clouds
555,San Jose,US,37.3394,-121.895,64.71,54,40,20.71,scattered clouds
556,Tanete,ID,-3.9443,119.7848,85.64,66,62,8.75,broken clouds
557,Port Hardy,CA,50.6996,-127.4199,55.58,76,75,3.44,light intensity shower rain
558,Newport,GB,51.5877,-2.9984,62.71,82,82,4.94,broken clouds
559,Meiktila,MM,20.8667,95.8667,78.91,77,100,16.4,overcast clouds
560,Joensuu,FI,62.6012,29.7632,48.69,93,100,10.36,overcast clouds
561,Bossangoa,CF,6.4926,17.4552,69.24,99,100,4.21,light rain
562,Trapani,IT,37.8333,12.6667,67.24,83,0,5.75,clear sky
563,Kropotkin,RU,45.4375,40.5756,60.8,69,8,1.5,clear sky
564,Ulaanbaatar,MN,47.9077,106.8832,71.73,46,20,8.95,few clouds
565,Boysun,UZ,38.2061,67.1986,78.19,25,55,1.61,broken clouds
566,Kudahuvadhoo,MV,2.6708,72.8944,83.95,72,100,9.01,overcast clouds
567,Frutigen,CH,46.5878,7.6475,65.14,75,16,2.33,few clouds
568,Svetlogorsk,BY,52.6333,29.7333,56.59,86,99,2.17,overcast clouds
569,Mariental,NA,-24.6333,17.9667,54.1,31,21,6.8,few clouds
570,Akyab,MM,20.15,92.9,80.83,84,100,6.73,overcast clouds
571,Puerto Colombia,CO,10.9878,-74.9547,78.89,82,100,7.09,overcast clouds
572,Launceston,AU,-41.45,147.1667,55.35,81,96,5.75,light rain
573,Watertown,US,42.3709,-71.1828,68.13,71,75,13.0,broken clouds
574,Asau,RO,46.4333,26.4,52.72,77,41,5.79,scattered clouds
575,Hirna,ET,9.2167,41.1,60.21,84,28,7.56,scattered clouds
576,Nuuk,GL,64.1835,-51.7216,36.88,64,100,23.0,overcast clouds
577,Port Hawkesbury,CA,45.6169,-61.3485,60.58,87,9,5.73,clear sky
578,Beloha,MG,-25.1667,45.05,64.42,57,70,9.57,broken clouds
579,Rabo De Peixe,PT,37.8,-25.5833,68.27,91,75,5.75,broken clouds
580,Nishihara,JP,26.1842,127.7558,82.06,89,100,16.11,overcast clouds
581,Tacuarembo,UY,-31.7333,-55.9833,56.61,99,100,4.09,overcast clouds
582,Muros,ES,42.7762,-9.0603,64.09,95,97,5.1,overcast clouds
583,Ghanzi,BW,-21.5667,21.7833,46.24,25,0,6.85,clear sky
584,Puro,PH,12.4841,123.3827,87.33,64,73,6.44,broken clouds
585,Biharamulo,TZ,-2.6319,31.3089,61.48,82,64,1.92,broken clouds
586,Sangar,RU,63.9242,127.4739,63.03,68,85,0.74,light rain
587,Carutapera,BR,-1.195,-46.02,73.49,93,13,4.05,few clouds
588,Kendari,ID,-3.945,122.4989,76.1,93,100,2.21,overcast clouds
589,Urengoy,RU,65.9667,78.3667,61.84,58,2,15.77,clear sky
590,Zemetchino,RU,53.4973,42.6163,55.78,88,54,4.65,broken clouds
591,Antofagasta,CL,-23.65,-70.4,56.48,80,9,4.65,clear sky
592,Pangody,RU,65.85,74.4859,59.72,36,90,14.97,overcast clouds
593,Upington,ZA,-28.4478,21.2561,43.18,52,2,5.75,clear sky
594,Altamira,BR,-3.2033,-52.2064,68.86,74,38,1.32,scattered clouds
595,Wajir,KE,1.7471,40.0573,73.38,77,67,8.9,broken clouds
596,Vao,NC,-22.6667,167.4833,76.24,84,97,11.79,moderate rain
597,Parrita,CR,9.5201,-84.3225,77.16,86,100,5.01,overcast clouds
598,Sorong,ID,-0.8833,131.25,83.17,70,83,2.26,broken clouds
599,San Patricio,US,28.017,-97.5169,84.88,79,3,9.4,clear sky
600,Jiazi,CN,22.8779,116.067,82.83,80,100,13.11,light rain
601,Devils Lake,US,48.1128,-98.8651,69.78,56,75,11.5,broken clouds
602,Ballina,AU,-28.8667,153.5667,69.01,53,1,6.33,clear sky
603,Okhotsk,RU,59.3833,143.3,52.27,77,100,8.86,overcast clouds
604,Shimanovsk,RU,52.0,127.7,74.41,40,100,10.51,overcast clouds
605,Rodino,RU,52.5,80.25,56.97,86,100,10.04,light rain
606,Kulhudhuffushi,MV,6.6221,73.07,83.12,75,99,12.77,overcast clouds
607,Hovd,MN,48.0056,91.6419,70.95,22,100,4.27,overcast clouds
608,Port Augusta,AU,-32.5,137.7667,63.66,44,0,0.04,clear sky
609,Palaikastron,GR,35.2,26.25,72.68,75,0,22.88,clear sky
610,Touros,BR,-5.1989,-35.4608,72.23,84,24,9.37,few clouds
611,Piranshahr,IR,36.701,45.1413,68.02,43,0,3.31,clear sky
612,Magomeni,TZ,-6.8,39.25,71.98,94,20,5.75,few clouds
613,Rio Gallegos,AR,-51.6226,-69.2181,32.05,69,0,18.41,clear sky
614,Necochea,AR,-38.5473,-58.7368,45.86,70,0,10.98,clear sky
615,Panama City,PA,8.9936,-79.5197,82.35,83,40,3.44,scattered clouds
616,Pacific Grove,US,36.6177,-121.9166,66.15,77,0,17.27,clear sky
617,Salinopolis,BR,-0.6136,-47.3561,77.16,83,83,8.34,broken clouds
618,Yumen,CN,40.2833,97.2,84.15,18,66,18.19,broken clouds
619,Stara Synyava,UA,49.6032,27.6191,56.37,70,100,4.05,overcast clouds
620,Klyuchi,RU,52.2667,79.1667,62.44,69,96,10.8,overcast clouds
621,Egersund,NO,58.4513,5.9997,55.09,90,96,2.51,overcast clouds
622,Tezu,IN,27.9167,96.1667,71.98,99,100,3.27,overcast clouds
623,Rypefjord,NO,70.6333,23.6667,39.67,100,100,9.22,mist
624,Bagdarin,RU,54.4333,113.6,70.21,52,90,3.04,light rain
625,Olinda,BR,-8.0089,-34.8553,73.13,88,75,8.05,broken clouds
626,Orlik,RU,52.5178,99.825,65.26,60,100,5.46,light rain
627,Nova Olinda Do Norte,BR,-3.8881,-59.0942,72.72,86,41,2.55,scattered clouds
628,Darhan,MN,49.4867,105.9228,75.31,47,6,5.21,clear sky
629,Guateque,CO,5.0062,-73.4727,57.15,97,59,3.15,broken clouds
630,Capoterra,IT,39.1763,8.9718,72.54,70,0,6.91,clear sky
631,Ural,RU,55.9078,94.7464,65.68,64,8,10.29,light rain
632,Wanning,CN,18.8003,110.3967,87.51,72,78,16.17,broken clouds
633,Lena,ES,43.1,-5.7333,61.12,68,71,6.8,broken clouds
634,Merrill,US,45.1805,-89.6835,68.59,62,0,5.75,clear sky
635,Saldanha,ZA,-33.0117,17.9442,53.65,73,35,12.17,scattered clouds
636,Westerland,DE,54.9079,8.3033,53.62,94,20,5.75,few clouds
637,Tiarei,PF,-17.5333,-149.3333,82.42,73,30,17.94,scattered clouds
638,Inta,RU,66.0317,60.1659,58.3,80,100,1.48,light rain
639,Jurm,AF,36.8648,70.8342,68.97,43,90,8.25,overcast clouds
640,Ostrovnoy,RU,68.0531,39.5131,40.26,98,100,16.28,overcast clouds
641,Lamar,US,33.6668,-95.5836,83.64,69,0,6.91,clear sky
642,Along,IN,28.1667,94.7667,71.13,99,100,0.22,overcast clouds
643,Usogorsk,RU,63.4106,48.6872,59.99,66,42,6.17,scattered clouds
644,Mporokoso,ZM,-9.3727,30.125,55.11,66,5,6.26,clear sky
645,Kondoa,TZ,-4.9,35.7833,53.51,96,7,4.27,clear sky
646,Ippy,CF,6.2679,21.2247,67.21,98,67,2.89,broken clouds
647,Trairi,BR,-3.2778,-39.2689,72.01,90,29,6.42,scattered clouds
648,Makakilo City,US,21.3469,-158.0858,78.69,77,1,16.8,clear sky
649,Bitung,ID,1.4451,125.1824,86.85,65,42,6.15,scattered clouds
650,Zambezi,ZM,-13.5432,23.1047,51.3,61,4,4.05,clear sky
651,Vrangel,RU,42.7297,133.0839,62.02,86,71,5.97,broken clouds
652,Vila,PT,42.0304,-8.1588,54.48,76,95,6.64,overcast clouds
653,Naze,JP,28.3667,129.4833,74.32,93,100,2.59,moderate rain
654,Liepaja,LV,56.5419,21.0367,49.98,100,100,2.3,fog
655,Nampula,MZ,-15.1165,39.2666,64.35,100,20,6.91,mist
656,Inirida,CO,3.8653,-67.9239,71.1,98,65,0.13,broken clouds
657,Sasmuan,PH,14.9358,120.623,92.95,55,78,3.78,broken clouds
658,Kutum,SD,14.2,24.6667,77.54,25,100,6.89,overcast clouds
659,Ambositra,MG,-20.5167,47.25,48.87,93,0,1.05,clear sky
660,Matara,LK,5.9485,80.5353,81.07,78,100,9.51,overcast clouds
661,Selenginsk,RU,52.0064,106.8647,77.41,48,76,6.06,broken clouds
662,Jijiga,ET,9.35,42.8,61.83,81,86,13.4,overcast clouds
663,Ciudad Dario,NI,12.7314,-86.124,69.82,95,97,0.58,overcast clouds
664,Chapais,CA,49.7834,-74.8492,67.78,80,14,11.88,few clouds
665,Orumiyeh,IR,37.5527,45.0761,60.35,55,0,6.91,clear sky
666,Matay,EG,28.419,30.7792,73.56,70,0,17.29,clear sky
667,College,US,64.8569,-147.8028,72.59,52,75,10.36,broken clouds
668,Chimbote,PE,-9.0853,-78.5783,61.97,85,15,12.35,few clouds
669,Kieta,PG,-6.2167,155.6333,84.06,68,84,3.98,broken clouds
670,Nouadhibou,MR,20.931,-17.0347,69.78,78,0,23.02,clear sky
671,Guerrero Negro,MX,27.9769,-114.0611,64.33,83,0,17.16,clear sky
672,Faya,SA,18.3851,42.4509,63.12,28,1,4.65,clear sky
673,Bafra,TR,41.5678,35.9069,69.82,82,33,1.23,scattered clouds
674,Tondano,ID,1.3038,124.9112,78.89,55,20,2.71,few clouds
675,Praya,CV,14.9215,-23.5087,75.74,73,75,11.5,broken clouds
676,Okha,RU,53.5739,142.9478,45.46,92,100,7.76,light rain
677,Jasper,US,37.2001,-94.3502,83.01,77,0,5.75,clear sky
678,Jiangyan,CN,32.5061,120.1428,96.46,32,2,5.7,clear sky
679,Teutonia,BR,-29.4481,-51.8064,64.78,92,100,1.99,moderate rain
680,Penzance,GB,50.1186,-5.5371,62.31,81,90,11.88,overcast clouds
